id	nsnp	method	b	se	or	or_lci95	or_uci95	pvalue
DKKL1	61	Inverse variance weighted	-0.057897174	0.028595047	0.943746984	0.8923084	0.99815083	0.042895367
CDH6	18	Inverse variance weighted	-0.147069736	0.058069176	0.863233777	0.77036926	0.967292689	0.011319926
PACAP	45	Inverse variance weighted	-0.102067081	0.02511554	0.902968978	0.859595337	0.948531175	4.82592E-05
FAIM	74	Inverse variance weighted	-0.032363022	0.016364149	0.968155057	0.937595411	0.999710753	0.047965019
SDC3	27	Inverse variance weighted	-0.098922652	0.042907041	0.905812768	0.832751124	0.985284496	0.021137975
CDH17	263	Inverse variance weighted	-0.028695883	0.007942621	0.971711933	0.956701909	0.986957456	0.000302794
ENO3	35	Inverse variance weighted	-0.044669675	0.022052632	0.956313324	0.915859021	0.998554529	0.042806424
IL26	411	Inverse variance weighted	-0.015122488	0.006155574	0.984991283	0.973178838	0.996947107	0.014021407
SCUBE3	22	Inverse variance weighted	-0.076310564	0.034163344	0.926528416	0.866519455	0.990693169	0.025503006
DEFA5	45	Inverse variance weighted	0.052530244	0.022134429	1.053934436	1.009188722	1.1006641	0.01763295
NME4	15	Inverse variance weighted	0.151527235	0.047128001	1.163609993	1.060941109	1.276214301	0.001303413
COL6A1	287	Inverse variance weighted	-0.018780125	0.006136466	0.981395123	0.96966212	0.993270097	0.002210315
RCN3	16	Inverse variance weighted	-0.113310931	0.051667525	0.892872995	0.80688084	0.988029639	0.028301732
RAB4A	4	Inverse variance weighted	-0.318394283	0.135438391	0.727315964	0.557744934	0.948441624	0.018730976
PTRH2	5	Inverse variance weighted	-0.366882345	0.089770282	0.692891162	0.581100188	0.826188277	4.37172E-05
RNASET2	76	Inverse variance weighted	0.04102942	0.017357224	1.041882757	1.007033884	1.077937592	0.018087409
PDGFD	94	Inverse variance weighted	-0.034824623	0.015525409	0.965774776	0.93682908	0.995614822	0.024892122
VPS28	67	Inverse variance weighted	-0.049116275	0.024421449	0.952070421	0.907572056	0.998750547	0.04430496
STATH	25	Inverse variance weighted	0.215640557	0.057422939	1.240656354	1.108592948	1.388452083	0.000173132
SULT2B1	31	Inverse variance weighted	-0.077882251	0.038529935	0.925073346	0.857785746	0.997639213	0.043244174
TCL1A	22	Inverse variance weighted	0.078353787	0.033569221	1.081505214	1.012637299	1.155056731	0.019590691
CNPY3	15	Inverse variance weighted	-0.079803449	0.036434346	0.923297804	0.859663052	0.991642984	0.028499897
AGR3	17	Inverse variance weighted	-0.144497389	0.066647317	0.865457172	0.759476324	0.986227079	0.030151831
CCBL1	45	Inverse variance weighted	-0.069247978	0.035222782	0.933095264	0.870850786	0.999788696	0.049298646
ACADSB	11	Inverse variance weighted	-0.202991373	0.068232168	0.816285284	0.714104177	0.933087476	0.002929791
AK4	35	Inverse variance weighted	-0.114241897	0.038234683	0.892042147	0.827635966	0.961460382	0.002808897
ALPI	44	Inverse variance weighted	-0.059409336	0.0224306	0.942320964	0.901790262	0.984673307	0.008082966
CD9	38	Inverse variance weighted	-0.078367523	0.038111736	0.924624543	0.858072637	0.996338199	0.039757751
BCL2L11	12	Inverse variance weighted	-0.192007268	0.071954568	0.82530087	0.716742799	0.950301178	0.00762018
CP	63	Inverse variance weighted	-0.050923887	0.025060748	0.950351002	0.904798554	0.998196807	0.04215185
FOLR1	53	Inverse variance weighted	-0.191149942	0.028139363	0.826008725	0.781685265	0.872845433	1.09846E-11
DHRS9	25	Inverse variance weighted	0.079617511	0.037746077	1.082872802	1.005651107	1.166024177	0.034919357
CD160	18	Inverse variance weighted	-0.14219509	0.064389694	0.867452009	0.764602728	0.984135891	0.027219765
BTN3A3	375	Inverse variance weighted	-0.032989353	0.007063166	0.967548861	0.954246592	0.981036565	3.00295E-06
OVCA2	4	Inverse variance weighted	-0.162425724	0.078041967	0.850079228	0.729505786	0.99058117	0.037409998
UGT1A1	23	Inverse variance weighted	-0.11365095	0.040345353	0.892569453	0.824706394	0.966016796	0.004848167
HSPH1	2	Inverse variance weighted	-0.534378705	0.163548528	0.586033276	0.425311337	0.807490821	0.001085396
VAMP1	6	Inverse variance weighted	0.503091927	0.097505461	1.653826885	1.366129041	2.002112014	2.47441E-07
USH1C	26	Inverse variance weighted	-0.125252792	0.050347031	0.882273843	0.799368711	0.973777335	0.012853996
UBE2A	29	Inverse variance weighted	-0.088893344	0.041611357	0.914943152	0.843283901	0.992691751	0.03265692
TP53I3	87	Inverse variance weighted	-0.030744971	0.014325277	0.969722849	0.942874102	0.997336125	0.031856675
WDR5	6	Inverse variance weighted	-0.505945197	0.100999256	0.602935413	0.494650543	0.734925125	5.46013E-07
RHOC	13	Inverse variance weighted	-0.15204387	0.050396008	0.858950598	0.778162393	0.948126171	0.002553046
SNUPN	12	Inverse variance weighted	-0.116574631	0.045271197	0.889963676	0.814397929	0.972540961	0.010023177
SNRPD3	8	Inverse variance weighted	-0.199394658	0.096442671	0.819226515	0.678125914	0.98968653	0.038687616
RAB32	3	Inverse variance weighted	-0.356229648	0.160833209	0.700311777	0.51096063	0.959832433	0.026766855
IMPA1	23	Inverse variance weighted	-0.064072133	0.032262887	0.937937341	0.880462985	0.999163475	0.047040068
CASP8	18	Inverse variance weighted	-0.142387197	0.07106261	0.867285381	0.754522701	0.996900333	0.045103648
NAE1	17	Inverse variance weighted	-0.132760815	0.059886737	0.875674515	0.778692677	0.984734901	0.026632314
SMS	4	Inverse variance weighted	-0.371859467	0.147278344	0.689451127	0.516580048	0.920172698	0.011573932
TSSC4	4	Inverse variance weighted	0.192940125	0.082958162	1.212810174	1.030807141	1.42694832	0.020031776
CARD18	30	Inverse variance weighted	-0.086917723	0.04128146	0.91675252	0.845498077	0.994011939	0.035248631
ORAOV1	58	Inverse variance weighted	-0.057192657	0.025739357	0.944412104	0.897949186	0.99327917	0.026283817
HBQ1	19	Inverse variance weighted	-0.150634357	0.047406461	0.860162153	0.783839483	0.943916384	0.001485472
MAGEA6	23	Inverse variance weighted	-0.144115463	0.052684009	0.865787776	0.780846946	0.959968501	0.006229149
CCNB2	54	Inverse variance weighted	-0.055973494	0.027536376	0.945564199	0.895883596	0.997999805	0.042081728
SPIN1	39	Inverse variance weighted	-0.077693809	0.038666846	0.925247686	0.857717209	0.998095026	0.044503915
THG1L	77	Inverse variance weighted	-0.032199032	0.016214637	0.968313837	0.938024021	0.999581745	0.0470555
IL11RA	72	Inverse variance weighted	-0.034262311	0.016633758	0.966317996	0.935321952	0.998341231	0.039417106
TAF10	71	Inverse variance weighted	-0.045725004	0.021728236	0.955304631	0.915474888	0.996867256	0.035343151
SVIP	49	Inverse variance weighted	-0.09872604	0.031820233	0.905990879	0.851212311	0.964294644	0.001918168
3-Sep	9	Inverse variance weighted	-0.198677293	0.082440155	0.81981441	0.697494956	0.963584985	0.015954366
JMJD6	4	Inverse variance weighted	-0.262163375	0.126284475	0.769385315	0.6006872	0.985460925	0.037896291
PSMB3	21	Inverse variance weighted	-0.263647438	0.059072404	0.768244345	0.684251766	0.862547097	8.07734E-06
ALDH2	13	Inverse variance weighted	0.125378502	0.051863543	1.133577433	1.024009658	1.254868826	0.015628869
GLRX	10	Inverse variance weighted	-0.189368339	0.094361346	0.827481657	0.687759149	0.995589654	0.04476646
AKR1C4	108	Inverse variance weighted	-0.029508845	0.014301491	0.97092229	0.944084346	0.998523168	0.039080289
AKAP7	38	Inverse variance weighted	-0.071616045	0.033842799	0.930888246	0.871144049	0.994729778	0.034333043
AMMECR1L	3	Inverse variance weighted	-0.311399197	0.156841504	0.732421437	0.538585756	0.996018099	0.04709568
AP1S2	3	Inverse variance weighted	-0.361495672	0.130807338	0.696633611	0.539087139	0.900222531	0.005717224
ARF4	19	Inverse variance weighted	-0.103801917	0.047183451	0.901403832	0.821780886	0.988741504	0.027809414
TBPL1	26	Inverse variance weighted	0.132308361	0.035386497	1.141460247	1.064974469	1.223439183	0.00018479
PPIC	187	Inverse variance weighted	-0.029822116	0.010729268	0.970618175	0.950419815	0.991245793	0.005444085
SAA2	77	Inverse variance weighted	-0.058105037	0.014974344	0.943550835	0.91626033	0.971654178	0.000104325
SH2D1B	19	Inverse variance weighted	-0.158784587	0.057533618	0.853180125	0.762196809	0.955024107	0.005782658
PRSS3	156	Inverse variance weighted	0.025471863	0.011824268	1.025799043	1.002298937	1.049850138	0.031224323
CLSTN2	104	Inverse variance weighted	-0.044343771	0.014393163	0.956625041	0.930015179	0.983996271	0.00206382
FGB	52	Inverse variance weighted	-0.078280422	0.032839748	0.924705083	0.86706067	0.986181844	0.017139122
GBP2	29	Inverse variance weighted	-0.169598512	0.051197653	0.844003606	0.763420785	0.933092339	0.000924255
GPC4	3	Inverse variance weighted	-0.227175711	0.096063631	0.796780766	0.660036311	0.961855551	0.018037561
HDGFRP3	150	Inverse variance weighted	-0.022287745	0.011159009	0.977958792	0.956801429	0.999584	0.045794009
HRAS	5	Inverse variance weighted	-0.352259006	0.100643091	0.703097992	0.577227122	0.856416421	0.000465116
KRT16	20	Inverse variance weighted	-0.084445147	0.037156776	0.919022065	0.854471245	0.98844936	0.023045981
CD68	19	Inverse variance weighted	-0.129533696	0.04858401	0.878504985	0.798709199	0.966272844	0.007671869
SLIT2	24	Inverse variance weighted	-0.105823474	0.036139989	0.899583434	0.838066477	0.965615946	0.003409805
PTGR2	30	Inverse variance weighted	-0.127919277	0.043666206	0.879924407	0.807748089	0.958550039	0.003395297
UBE2M	49	Inverse variance weighted	-0.109781153	0.03951538	0.896030207	0.829251909	0.968186052	0.005466299
RPRD1B	9	Inverse variance weighted	-0.323187174	0.117425916	0.723838358	0.57502488	0.911163998	0.005918471
DAP	311	Inverse variance weighted	-0.011544431	0.005336742	0.98852195	0.978235888	0.99891617	0.030525924
MREG	131	Inverse variance weighted	-0.027933065	0.012389767	0.972453455	0.949122876	0.996357529	0.024163032
PPP1R2	3	Inverse variance weighted	0.498607269	0.212452912	1.646426644	1.085672446	2.496812648	0.018929969
POLE3	6	Inverse variance weighted	-0.172306731	0.085080842	0.841720952	0.71243601	0.994467083	0.042845613
HOMER1	65	Inverse variance weighted	-0.04207072	0.015856892	0.958801972	0.929461189	0.98906897	0.007974431
GMPR	479	Inverse variance weighted	-0.01303075	0.004946743	0.987053783	0.977529933	0.996670421	0.008433376
PEF1	202	Inverse variance weighted	-0.032437377	0.009310688	0.968083072	0.950576796	0.985911752	0.000494189
HSCB	57	Inverse variance weighted	-0.055110227	0.026769125	0.946380826	0.898006735	0.997360746	0.03952073
EBAG9	128	Inverse variance weighted	0.058133637	0.015466706	1.059856623	1.028209452	1.09247786	0.000170846
MOBKL3	31	Inverse variance weighted	0.100421873	0.035111488	1.105637258	1.032108046	1.184404823	0.004235262
LZIC	3	Inverse variance weighted	-0.362159775	0.166600797	0.696171128	0.50222988	0.965004791	0.029718823
NNMT	7	Inverse variance weighted	-0.247465623	0.081938305	0.780777061	0.664935855	0.91679944	0.002526531
KAAG1	139	Inverse variance weighted	-0.022820662	0.011200414	0.977437759	0.956214064	0.999132526	0.041601589
GLYAT	8	Inverse variance weighted	-0.348712796	0.081148391	0.705595751	0.601840005	0.827238735	1.72951E-05
CR1	199	Inverse variance weighted	-0.023934881	0.010426382	0.976349287	0.956599386	0.996506942	0.021698331
PLXND1	195	Inverse variance weighted	-0.032069534	0.008929884	0.968439241	0.951636537	0.985538623	0.000329083
DEFA1	28	Inverse variance weighted	-0.151701229	0.054013938	0.85924496	0.772928642	0.955200598	0.004976406
KPNA1	40	Inverse variance weighted	-0.087271949	0.043163162	0.91642784	0.842087168	0.997331415	0.04318584
BRF1	46	Inverse variance weighted	-0.095443745	0.027328707	0.908969494	0.861562214	0.958985351	0.000478637
ASB9	21	Inverse variance weighted	-0.095791833	0.04292832	0.908653148	0.835327563	0.988415301	0.025652211
CD81	9	Inverse variance weighted	-0.195322884	0.08562509	0.822569021	0.695483452	0.972876913	0.022540119
TCN1	138	Inverse variance weighted	0.052078055	0.011891621	1.053457967	1.029188345	1.078299899	1.19012E-05
EFHD1	20	Inverse variance weighted	-0.141129993	0.03986183	0.868376422	0.80311354	0.938942717	0.000399401
PTGR1	162	Inverse variance weighted	0.039298301	0.010219251	1.040080694	1.019455406	1.061123266	0.000120299
IAPP	103	Inverse variance weighted	0.035850251	0.016399431	1.03650062	1.003714248	1.070357961	0.028810716
CXCL16	79	Inverse variance weighted	-0.052339496	0.019627074	0.949006628	0.913192515	0.98622532	0.007660026
APCS	25	Inverse variance weighted	-0.086552926	0.035228135	0.91708701	0.855901423	0.982646554	0.014013148
POMC	15	Inverse variance weighted	-0.160693217	0.048877718	0.851553273	0.77375999	0.937167838	0.001010245
TYRO3	35	Inverse variance weighted	-0.074620908	0.036223748	0.928095253	0.864486617	0.996384192	0.039398577
IL13RA1	2	Inverse variance weighted	-0.677027701	0.177706881	0.508125049	0.358676938	0.719842951	0.000139079
PLA2G2A	181	Inverse variance weighted	-0.029297831	0.009623273	0.97112719	0.952981826	0.989618053	0.002330855
PECAM1	45	Inverse variance weighted	-0.080511606	0.031493916	0.922644195	0.867413329	0.98139178	0.010575606
CCL25	148	Inverse variance weighted	-0.022059705	0.009337253	0.97818183	0.960442924	0.996248366	0.01814981
MICA	652	Inverse variance weighted	0.015639884	0.003722697	1.015762827	1.008378301	1.02320143	2.65476E-05
POR	20	Inverse variance weighted	-0.108435643	0.035487698	0.897236636	0.836949511	0.961866363	0.002246227
SIGLEC7	45	Inverse variance weighted	-0.053442429	0.020444122	0.947960515	0.910726261	0.986717058	0.008946991
C3	14	Inverse variance weighted	-0.189391227	0.063474594	0.827462717	0.730664101	0.937085246	0.002847553
APOB	54	Inverse variance weighted	-0.083704034	0.022018403	0.919703417	0.880856892	0.960263106	0.000143794
CDH5	121	Inverse variance weighted	-0.041167566	0.010373793	0.959668308	0.940352757	0.979380615	7.23507E-05
SPINT1	84	Inverse variance weighted	0.051346933	0.017237704	1.052688042	1.017716135	1.088861692	0.002894201
SPINT2	175	Inverse variance weighted	0.026887721	0.009791213	1.027252457	1.00772664	1.047156608	0.006030706
TIE1	216	Inverse variance weighted	-0.021261781	0.009247681	0.978962657	0.961378357	0.996868587	0.021496572
AIF1	23	Inverse variance weighted	0.143991215	0.039234454	1.154873963	1.069393522	1.247187162	0.000242532
MAPK3	22	Inverse variance weighted	-0.136408666	0.043260317	0.872486004	0.801557245	0.949691157	0.001614881
YES1	14	Inverse variance weighted	-0.158342596	0.073470334	0.853557306	0.739083443	0.985761597	0.031146898
CYP3A4	24	Inverse variance weighted	-0.115073976	0.051282266	0.891300206	0.806067964	0.985544759	0.024836703
NBL1	8	Inverse variance weighted	-0.172700279	0.075232394	0.841389759	0.726035933	0.975071199	0.021701201
CD36	84	Inverse variance weighted	-0.028712585	0.013535504	0.971695704	0.946255962	0.997819384	0.033898305
CNTN1	92	Inverse variance weighted	0.041807518	0.017254346	1.042693759	1.008020997	1.078559156	0.015392344
LSAMP	28	Inverse variance weighted	0.092416019	0.041578905	1.096821025	1.01098122	1.189949267	0.026238332
PTPN1	6	Inverse variance weighted	-0.346678674	0.123858368	0.70703248	0.554637198	0.901300759	0.005126229
CD209	247	Inverse variance weighted	-0.013320869	0.006692625	0.986767462	0.973908021	0.999796698	0.046549075
CLEC4M	27	Inverse variance weighted	-0.138300391	0.04179174	0.870837061	0.80234852	0.945171789	0.000935377
RETN	87	Inverse variance weighted	0.033747354	0.016666976	1.034323256	1.001080665	1.068669723	0.042887527
HP	440	Inverse variance weighted	-0.013799555	0.005961017	0.986295222	0.974838806	0.997886275	0.02061476
IDUA	166	Inverse variance weighted	0.021665168	0.010668474	1.021901562	1.000755245	1.043494709	0.04227879
C2	253	Inverse variance weighted	0.02695191	0.008961438	1.027318398	1.009431694	1.045522048	0.002633687
WFIKKN1	25	Inverse variance weighted	-0.10325047	0.042525608	0.901901046	0.829775031	0.980296425	0.015184023
SFRP1	37	Inverse variance weighted	-0.081764392	0.032829489	0.921489044	0.864062486	0.982732234	0.012753563
TGFBI	120	Inverse variance weighted	0.026397296	0.013432874	1.02674879	1.000068864	1.054140486	0.049399613
FCER2	95	Inverse variance weighted	0.032923384	0.016664306	1.033471356	1.000261378	1.067783948	0.048190711
DLL4	19	Inverse variance weighted	-0.072939813	0.026292237	0.929656782	0.882962457	0.978820475	0.005533836
FCGR2B	400	Inverse variance weighted	0.009882405	0.004999292	1.009931397	1.000083797	1.019875965	0.04806865
GFRA1	37	Inverse variance weighted	-0.153667711	0.040791016	0.85755693	0.791664093	0.928934247	0.000165092
IGFBP7	93	Inverse variance weighted	-0.039654084	0.01519824	0.961121849	0.932913649	0.990182971	0.009077449
LRP8	52	Inverse variance weighted	-0.134262359	0.028059478	0.874360638	0.82757219	0.923794365	1.71055E-06
TFPI	38	Inverse variance weighted	0.066168819	0.032992666	1.06840707	1.001504324	1.139779069	0.044903059
AURKB	47	Inverse variance weighted	-0.063668773	0.030274871	0.938315744	0.884257013	0.995679335	0.035463692
ECM1	201	Inverse variance weighted	0.028624175	0.008901194	1.029037784	1.01124054	1.047148249	0.00130096
KLK7	34	Inverse variance weighted	-0.046252214	0.021487303	0.954801118	0.915424554	0.995871447	0.03135509
PIK3CG	33	Inverse variance weighted	-0.083897879	0.036821274	0.919525154	0.855501377	0.988340325	0.022695825
BCL2A1	11	Inverse variance weighted	-0.256274177	0.060115702	0.773929746	0.687907462	0.870709049	2.01686E-05
CA13	73	Inverse variance weighted	-0.036810652	0.016789646	0.963858623	0.932656457	0.996104661	0.028346205
EPHA1	180	Inverse variance weighted	0.015779338	0.007793031	1.015904489	1.000505124	1.031540875	0.042887793
FSTL3	11	Inverse variance weighted	-0.121533206	0.061876432	0.885561647	0.784419746	0.999744633	0.049515299
INSR	129	Inverse variance weighted	-0.028668267	0.011223992	0.971738768	0.950594888	0.993352948	0.010643357
SERPINA4	123	Inverse variance weighted	0.033503398	0.012386857	1.034070958	1.009267842	1.059483619	0.006835503
POSTN	35	Inverse variance weighted	0.059834341	0.024989526	1.061660659	1.010913999	1.114954739	0.016648634
HAMP	16	Inverse variance weighted	-0.118292129	0.050254287	0.888436477	0.805098594	0.980400884	0.018579039
TGFB3	4	Inverse variance weighted	-0.254196754	0.114544369	0.775539196	0.619586029	0.970746622	0.026473187
AHSG	72	Inverse variance weighted	-0.062906585	0.016574276	0.939031189	0.909016379	0.970037058	0.000147385
CHIT1	252	Inverse variance weighted	0.017111169	0.006878294	1.017258403	1.003636308	1.031065388	0.012857019
MAP2K2	104	Inverse variance weighted	-0.030462264	0.012587905	0.969997035	0.946357799	0.99422676	0.01552209
PLG	81	Inverse variance weighted	-0.044684411	0.015154917	0.956299231	0.928311394	0.985130879	0.003193107
TEK	71	Inverse variance weighted	-0.061426056	0.015148433	0.940422482	0.912910908	0.968763147	5.01462E-05
ACP1	272	Inverse variance weighted	-0.011654132	0.005843276	0.988413515	0.977157968	0.99979871	0.046102732
BPI	185	Inverse variance weighted	-0.037672902	0.010981584	0.963027893	0.942521256	0.983980698	0.000602353
SELP	44	Inverse variance weighted	-0.070677384	0.021835615	0.931762445	0.892726346	0.97250547	0.001208807
AKR1A1	170	Inverse variance weighted	0.021698636	0.010183698	1.021935763	1.001740099	1.042538583	0.033112007
NME2	4	Inverse variance weighted	-0.15099411	0.055598214	0.859852763	0.771077332	0.95884906	0.006611412
CLEC1B	11	Inverse variance weighted	-0.109724004	0.04886449	0.896081416	0.814241393	0.986147242	0.024737639
CRP	59	Inverse variance weighted	0.150668422	0.025796177	1.162611098	1.10529019	1.222904697	5.19735E-09
DYRK3	28	Inverse variance weighted	-0.09257519	0.044054603	0.911580667	0.836170941	0.993791187	0.035608163
GDF15	94	Inverse variance weighted	0.042199987	0.016828632	1.043103065	1.009258466	1.078082614	0.012154375
FGF8	2	Inverse variance weighted	0.397091166	0.166606425	1.487491532	1.073090253	2.061924476	0.017153149
MST1	675	Inverse variance weighted	0.008293299	0.003967404	1.008327784	1.00051732	1.016199219	0.036585575
BCL2L1	33	Inverse variance weighted	-0.078610012	0.038064764	0.924400359	0.857943571	0.996004927	0.038907407
PCSK7	300	Inverse variance weighted	0.020451452	0.007293074	1.020662016	1.006176021	1.035356567	0.0050437
SPHK2	12	Inverse variance weighted	-0.229766947	0.08352616	0.794718793	0.674706012	0.936078749	0.005944301
MMP12	136	Inverse variance weighted	0.028916271	0.011035936	1.029338405	1.007312442	1.05184599	0.00878803
NCAM1	67	Inverse variance weighted	-0.040105051	0.019138394	0.960688513	0.925319401	0.997409562	0.036124034
PDGFA	9	Inverse variance weighted	-0.109314457	0.054715882	0.896448479	0.805286161	0.997930815	0.045732266
BST1	496	Inverse variance weighted	0.012379097	0.004829701	1.012456035	1.00291713	1.022085667	0.010373654
KYNU	73	Inverse variance weighted	-0.042945805	0.02003543	0.957963305	0.921073678	0.996330388	0.03207353
PLXNC1	220	Inverse variance weighted	0.018887747	0.00752517	1.019067249	1.004146988	1.034209205	0.012075072
PPY	46	Inverse variance weighted	-0.058156766	0.02772665	0.943502027	0.893596454	0.996194726	0.035948961
LPO	83	Inverse variance weighted	0.053829079	0.015877946	1.055304213	1.0229681	1.088662473	0.00069847
COL8A1	2	Inverse variance weighted	0.588472973	0.284408418	1.801235778	1.031519001	3.145313198	0.038535544
CSF3	99	Inverse variance weighted	-0.042804835	0.015894309	0.958098359	0.928710994	0.988415633	0.007079277
CCL7	103	Inverse variance weighted	-0.032819913	0.011693185	0.967712817	0.945786374	0.990147586	0.00500432
CCL19	46	Inverse variance weighted	-0.100871936	0.030494973	0.904048802	0.851596817	0.959731436	0.000940246
C1QBP	14	Inverse variance weighted	-0.186968133	0.062068182	0.829470168	0.734458511	0.936772806	0.002592742
CAPG	57	Inverse variance weighted	0.048841528	0.018917715	1.050053933	1.011832259	1.08971942	0.009828999
CTSZ	74	Inverse variance weighted	0.045894852	0.015683938	1.046964319	1.015269743	1.079648332	0.003430942
DPT	89	Inverse variance weighted	0.037500496	0.015236693	1.038212512	1.007665811	1.069685217	0.01384745
GPC5	148	Inverse variance weighted	-0.040519666	0.01089616	0.960290279	0.939999308	0.981019255	0.000200242
HPGD	12	Inverse variance weighted	-0.138375644	0.06847928	0.87077153	0.761401067	0.99585237	0.043311491
HRG	197	Inverse variance weighted	-0.014277244	0.007038492	0.985824193	0.972317687	0.999518317	0.042514141
SCGB2A1	3	Inverse variance weighted	-0.369310132	0.152871276	0.69121101	0.512252386	0.932689966	0.015699638
CLIC1	5	Inverse variance weighted	-0.265955625	0.115801278	0.766473139	0.61083639	0.96176502	0.021638438
PLA2G7	123	Inverse variance weighted	-0.065026303	0.015427626	0.937042816	0.909132482	0.965809996	2.4986E-05
CD163	114	Inverse variance weighted	-0.03417731	0.017046405	0.966400137	0.934645222	0.999233938	0.04496764
TNFAIP6	222	Inverse variance weighted	0.02092615	0.009854206	1.021146637	1.001613206	1.041061007	0.033705656
JAG1	16	Inverse variance weighted	-0.072584702	0.035723655	0.929986971	0.867098182	0.997436951	0.042169992
MICB	346	Inverse variance weighted	-0.012566724	0.00489909	0.987511908	0.978074985	0.997039882	0.010314192
NOTCH1	37	Inverse variance weighted	-0.050541096	0.021903283	0.950714857	0.910763946	0.992418226	0.021028817
SCARF1	58	Inverse variance weighted	-0.068925492	0.017789355	0.933396223	0.901412207	0.966515101	0.000106828
PDE4D	17	Inverse variance weighted	-0.289695327	0.06300985	0.748491578	0.661533515	0.846880211	4.27345E-06
CASP10	3	Inverse variance weighted	-0.360558526	0.141738501	0.697286764	0.52815473	0.920580285	0.010964471
CPE	29	Inverse variance weighted	-0.120257375	0.043653087	0.886692195	0.813981675	0.965897726	0.005872042
CKAP2	38	Inverse variance weighted	-0.085056811	0.035491117	0.918460104	0.856741191	0.984625195	0.016549503
SEMA3E	447	Inverse variance weighted	0.012879691	0.005568862	1.012962991	1.001966652	1.024080012	0.020733378
COLEC12	97	Inverse variance weighted	-0.031199791	0.015499243	0.9692819	0.940279312	0.999179063	0.044115893
HS6ST1	42	Inverse variance weighted	-0.071620287	0.030422637	0.930884298	0.876999677	0.988079699	0.018563746
IL17RC	9	Inverse variance weighted	-0.290210091	0.129032179	0.748106381	0.580936884	0.963380313	0.024504253
PRKCG	15	Inverse variance weighted	-0.242712559	0.082158127	0.784496978	0.66781607	0.921564389	0.003134682
SLAMF7	226	Inverse variance weighted	0.013379758	0.006803497	1.013469667	1.000044905	1.027074645	0.049229322
SPOCK2	47	Inverse variance weighted	-0.093062568	0.029527968	0.911136491	0.859901539	0.965424141	0.001623367
ZPLD1	9	Inverse variance weighted	-0.277458468	0.121226663	0.757707033	0.597463116	0.960929524	0.02209343
NTNG1	198	Inverse variance weighted	-0.016245429	0.007887308	0.983885816	0.968792768	0.999214003	0.039427936
NETO1	11	Inverse variance weighted	-0.138725143	0.066349212	0.87046725	0.764319336	0.991356881	0.036543008
RNASE4	52	Inverse variance weighted	-0.03844466	0.016755353	0.962284956	0.931196321	0.994411507	0.021763502
RNASE6	201	Inverse variance weighted	-0.019160682	0.008387027	0.981021717	0.965026946	0.997281592	0.022338529
PSG7	4	Inverse variance weighted	-0.161914629	0.078212899	0.850513811	0.729634241	0.991419676	0.038435671
IFNL3	14	Inverse variance weighted	0.388205356	0.095556591	1.474332517	1.222520166	1.778012692	4.85354E-05
SEMA4D	139	Inverse variance weighted	0.021862501	0.009095143	1.022103236	1.004044176	1.040487113	0.016227618
MENT	101	Inverse variance weighted	-0.071620059	0.014762873	0.93088451	0.90433511	0.958213345	1.22616E-06
SPAG11B	31	Inverse variance weighted	-0.152038595	0.044768826	0.858955129	0.786796616	0.937731427	0.000683579
DEFB104A	42	Inverse variance weighted	0.088508776	0.03515136	1.09254384	1.019805692	1.170470074	0.01180457
TDGF1	642	Inverse variance weighted	0.011013939	0.004620874	1.011074815	1.001958942	1.020273625	0.017148017
EHMT2	33	Inverse variance weighted	-0.087199821	0.029244282	0.916493943	0.865438803	0.970560997	0.002865841
PSME1	15	Inverse variance weighted	0.12393726	0.053568195	1.131944851	1.019124166	1.257255189	0.020687743
DMKN	54	Inverse variance weighted	-0.08018761	0.023497782	0.922943177	0.881400409	0.966443966	0.000643555
NXPH3	18	Inverse variance weighted	-0.167276098	0.052298925	0.845966009	0.763545936	0.937282821	0.00138163
TP53	60	Inverse variance weighted	-0.058448263	0.026012247	0.943227039	0.896342874	0.992563529	0.024643113
SCGB3A1	109	Inverse variance weighted	0.03285166	0.015148074	1.033397234	1.003166437	1.064539047	0.03010531
ST3GAL2	3	Inverse variance weighted	0.284722293	0.127602934	1.329392795	1.03522681	1.707147832	0.025660295
ARHGAP36	12	Inverse variance weighted	-0.242841611	0.064953359	0.784395743	0.690630594	0.890891147	0.000184969
CD79B	9	Inverse variance weighted	-0.251061894	0.07657536	0.777974218	0.66954989	0.903956364	0.001043141
INSRR	5	Inverse variance weighted	0.226709319	0.110086515	1.254465166	1.010999807	1.556560981	0.039458414
HEPHL1	27	Inverse variance weighted	-0.097657497	0.048272947	0.906959486	0.825082025	0.996962102	0.043070315
CELA3B	5	Inverse variance weighted	-0.347315936	0.122652704	0.706582058	0.55559524	0.89860058	0.004630094
DEAF1	11	Inverse variance weighted	-0.274471007	0.072569422	0.759974038	0.659213992	0.876135133	0.000155458
YBX2	19	Inverse variance weighted	-0.07297763	0.036487052	0.929621625	0.865461617	0.998538062	0.045489832
C5orf38	91	Inverse variance weighted	-0.065068953	0.017810007	0.937002852	0.904858622	0.970288975	0.000258685
MANBA	110	Inverse variance weighted	0.035332825	0.014416482	1.035964447	1.007101618	1.065654463	0.01425141
TLL1	26	Inverse variance weighted	-0.078403256	0.024915081	0.924591504	0.880525127	0.970863209	0.00165057
ADGRF5	265	Inverse variance weighted	-0.023780788	0.007996454	0.976499747	0.96131433	0.991925041	0.002940249
