id	nsnp	method	b	se	or	or_lci95	or_uci95	pvalue
CUZD1	6	Inverse variance weighted	0.21067298	0.073703693	1.23450858	1.068455066	1.426369233	0.004258134
CWF19L1	56	Inverse variance weighted	-0.02618883	0.01132799	0.974151123	0.952760527	0.996021963	0.020784892
CYB5B	17	Inverse variance weighted	0.105492074	0.031664361	1.111257297	1.044386808	1.182409401	0.000863572
CYB5R1	23	Inverse variance weighted	0.07773593	0.026356698	1.080837205	1.026419776	1.138139667	0.003184117
CYP21A2	17	Inverse variance weighted	0.096270952	0.023319142	1.101057357	1.051865687	1.152549529	3.65282E-05
CYP2E1	9	Inverse variance weighted	0.108396662	0.047394826	1.114489733	1.015623595	1.222980021	0.022190041
CYP2R1	3	Inverse variance weighted	-0.298097466	0.113720745	0.742228994	0.593932189	0.927553498	0.008759226
CYP4F12	38	Inverse variance weighted	0.071366407	0.017637788	1.073974665	1.037481709	1.111751245	5.20508E-05
CYP4F3	29	Inverse variance weighted	-0.037635853	0.018765396	0.963063573	0.928285419	0.999144689	0.044899083
CYTH4	10	Inverse variance weighted	-0.089924006	0.033911175	0.914000641	0.855225664	0.9768149	0.008007548
CYTIP	8	Inverse variance weighted	-0.090402967	0.031838841	0.913562975	0.858295275	0.972389496	0.004519952
D2HGDH	41	Inverse variance weighted	0.0350331	0.015311098	1.035653988	1.005035985	1.067204756	0.022132553
DAB1	17	Inverse variance weighted	-0.041763985	0.020844097	0.959096114	0.920702406	0.999090858	0.045109055
DAP3	11	Inverse variance weighted	-0.128088222	0.039255442	0.87977576	0.814623783	0.950138462	0.001102622
DAPK1	53	Inverse variance weighted	-0.025026337	0.010639116	0.975284226	0.955157525	0.995835029	0.018657986
DAPK2	11	Inverse variance weighted	0.128354652	0.041946421	1.136956155	1.047220664	1.234381009	0.002213616
DARS	43	Inverse variance weighted	-0.052856834	0.014201131	0.948515798	0.922478647	0.975287854	0.000197639
DAZAP2	13	Inverse variance weighted	0.078256869	0.037729113	1.081400401	1.004317099	1.164399998	0.03806285
DBN1	18	Inverse variance weighted	-0.053260174	0.022092754	0.948133301	0.907953629	0.990091044	0.015919622
DCAF13	3	Inverse variance weighted	-0.084540352	0.041875208	0.918934574	0.846524817	0.997538092	0.043501355
DCAKD	44	Inverse variance weighted	0.0315698	0.013942216	1.032073411	1.004252071	1.060665501	0.023553727
DCBLD1	27	Inverse variance weighted	0.047965727	0.020045617	1.049134698	1.008714066	1.091175043	0.016719048
DCBLD2	33	Inverse variance weighted	0.083997651	0.022263963	1.087626338	1.041185828	1.136138257	0.000161421
DCTN4	3	Inverse variance weighted	0.218454894	0.09837848	1.244152896	1.025964425	1.50874279	0.02638107
DDB2	10	Inverse variance weighted	0.067135648	0.031017487	1.069440536	1.006361522	1.13647336	0.030430208
DDR1	27	Inverse variance weighted	0.047909167	0.020857551	1.049075361	1.007053125	1.092851097	0.021620484
DDX11	99	Inverse variance weighted	-0.024550769	0.007088949	0.97574815	0.962284525	0.98940015	0.000533702
DDX11L2	58	Inverse variance weighted	0.012448694	0.005309552	1.012526502	1.002044059	1.023118602	0.019048282
DDX23	5	Inverse variance weighted	-0.116770369	0.037259654	0.889789493	0.827125128	0.957201414	0.001724628
DDX31	23	Inverse variance weighted	-0.108458602	0.021304116	0.897216037	0.860523229	0.935473431	3.56238E-07
DDX60L	53	Inverse variance weighted	-0.028803022	0.009739352	0.971607831	0.953236586	0.990333135	0.003102596
DENND1A	20	Inverse variance weighted	0.069559917	0.028488404	1.072036292	1.013817233	1.133598617	0.0146186
DENND6A	9	Inverse variance weighted	0.173692069	0.043028537	1.189689167	1.093470013	1.294375061	5.42149E-05
DGKE	4	Inverse variance weighted	-0.172645002	0.051639477	0.84143627	0.760439763	0.931059935	0.000827956
DHRS13	6	Inverse variance weighted	0.127386161	0.04821387	1.135855557	1.033433731	1.248428233	0.008239223
DHRS4-AS1	15	Inverse variance weighted	-0.068608151	0.023728747	0.933692475	0.891262311	0.978142605	0.003835887
DHRS4L2	15	Inverse variance weighted	-0.054549371	0.017576793	0.946911757	0.914845679	0.980101778	0.001912537
DHTKD1	16	Inverse variance weighted	0.06974161	0.028791716	1.072231092	1.013398818	1.134478839	0.015423442
DHX33	5	Inverse variance weighted	-0.141603204	0.061776123	0.867965594	0.768984546	0.979687141	0.02189413
DHX35	24	Inverse variance weighted	-0.121587081	0.025172617	0.885513938	0.842884441	0.930299453	1.36442E-06
DHX38	16	Inverse variance weighted	0.079205576	0.036015394	1.08242682	1.008652623	1.161596961	0.027862676
DHX8	7	Inverse variance weighted	-0.128731329	0.051748695	0.879210152	0.794407463	0.973065496	0.012859939
DICER1	15	Inverse variance weighted	0.099357154	0.040576278	1.104460691	1.020025522	1.195885193	0.014339222
DIEXF	40	Inverse variance weighted	0.034057184	0.014635772	1.03464377	1.005385522	1.064753478	0.019966199
DKK3	44	Inverse variance weighted	-0.031464396	0.013123196	0.969025457	0.944418523	0.994273527	0.016502116
DLEU7	7	Inverse variance weighted	0.257115157	0.061321945	1.293194039	1.146741159	1.458350743	2.75443E-05
DMKN	2	Inverse variance weighted	0.215354373	0.103243094	1.240301348	1.013082749	1.518481522	0.03698803
DMPK	21	Inverse variance weighted	-0.068477495	0.02569217	0.933814476	0.887955058	0.982042353	0.007691829
DMWD	13	Inverse variance weighted	-0.094944413	0.041373995	0.909423486	0.838586584	0.986244106	0.021745463
DMXL2	20	Inverse variance weighted	0.068350464	0.029879032	1.070740499	1.009835617	1.135318656	0.022162403
DNAAF1	18	Inverse variance weighted	0.062952059	0.018168131	1.064975782	1.02771976	1.103582378	0.000530287
DNAJA4	27	Inverse variance weighted	-0.041578863	0.020606095	0.959273681	0.921302538	0.998809792	0.043612678
DNAJC10	6	Inverse variance weighted	0.112116809	0.051368728	1.11864352	1.01149972	1.237136601	0.029066109
DNAJC27	15	Inverse variance weighted	-0.08263884	0.03119359	0.920683601	0.866079757	0.978730061	0.008067658
DNAL4	4	Inverse variance weighted	-0.188232709	0.06599952	0.828421904	0.72789988	0.942825889	0.00434408
DNM1L	11	Inverse variance weighted	0.107316282	0.053992667	1.113286311	1.001491765	1.237560261	0.046855011
DNTTIP1	54	Inverse variance weighted	0.04363379	0.014560313	1.044599742	1.015210091	1.074840204	0.002728637
DOC2GP	42	Inverse variance weighted	-0.022372252	0.007610842	0.977876151	0.96339719	0.992572717	0.003287168
DPY19L2	13	Inverse variance weighted	-0.049801698	0.02173569	0.951418074	0.911737053	0.992826109	0.021949492
DPY19L4	13	Inverse variance weighted	0.112760516	0.04358865	1.119363831	1.027703562	1.219199225	0.009683701
DR1	42	Inverse variance weighted	-0.036809235	0.015819923	0.963859988	0.934432128	0.994214614	0.019977802
DRAM2	48	Inverse variance weighted	-0.05257387	0.011987121	0.948784232	0.926752604	0.971339616	1.15527E-05
DRAXIN	11	Inverse variance weighted	-0.062712724	0.031858023	0.939213249	0.882360612	0.999729039	0.049009798
DSCC1	13	Inverse variance weighted	-0.082488508	0.027686694	0.92082202	0.872184384	0.972171948	0.002888552
DSN1	6	Inverse variance weighted	0.096057435	0.045386386	1.100822288	1.007125384	1.20323619	0.034307643
DTWD1	2	Inverse variance weighted	-0.199497288	0.09781996	0.819142442	0.676228387	0.992259944	0.041406798
DTX2P1	2	Inverse variance weighted	0.079838786	0.036341793	1.083112441	1.008646035	1.163076559	0.028028569
DUS3L	15	Inverse variance weighted	-0.042916638	0.017524525	0.957991247	0.925644796	0.991468037	0.014327442
DUSP14	41	Inverse variance weighted	-0.030577007	0.013350539	0.969885741	0.944835855	0.99559976	0.022002775
DUSP18	75	Inverse variance weighted	-0.023222611	0.010540755	0.977044959	0.957066415	0.99744055	0.027585872
DUSP28	13	Inverse variance weighted	0.079517502	0.035729956	1.08276451	1.009531931	1.161309463	0.026046781
DUXAP1	4	Inverse variance weighted	-0.079918078	0.038049109	0.923191973	0.856848349	0.994672417	0.035694291
DYNC2LI1	7	Inverse variance weighted	-0.112558095	0.047227529	0.893545435	0.814546265	0.980206378	0.017157488
ECHDC1	23	Inverse variance weighted	-0.052335714	0.024251281	0.949010218	0.904956661	0.995208314	0.030923186
EDARADD	19	Inverse variance weighted	-0.067878042	0.026717368	0.934374421	0.886703981	0.984607691	0.011066366
EEF1A2	21	Inverse variance weighted	0.050322074	0.018554783	1.051609738	1.01405252	1.090557953	0.006686226
EFCAB14	11	Inverse variance weighted	-0.073291648	0.034692466	0.929329753	0.868238457	0.994719577	0.03463417
EFCAB2	31	Inverse variance weighted	0.038904139	0.016786531	1.039670815	1.00602059	1.074446601	0.020472122
EFNA1	3	Inverse variance weighted	0.391574105	0.133791578	1.479307548	1.138079978	1.922844494	0.003425273
EIF4EBP2	15	Inverse variance weighted	-0.071709016	0.030069228	0.930801704	0.877529502	0.987307903	0.01708853
ELOF1	11	Inverse variance weighted	0.061645609	0.028352672	1.063585353	1.006092857	1.124363218	0.029686866
ELOVL4	21	Inverse variance weighted	0.077368572	0.029963879	1.080440223	1.018814167	1.145793917	0.009821213
EMBP1	5	Inverse variance weighted	0.075857143	0.02424168	1.078808448	1.028748948	1.131303872	0.001752811
EMC9	11	Inverse variance weighted	0.072036989	0.033662969	1.074695096	1.006075955	1.147994386	0.032359001
EMG1	10	Inverse variance weighted	0.099355987	0.032006248	1.104459403	1.037302654	1.175963996	0.001907501
EMILIN2	10	Inverse variance weighted	0.126845777	0.047101666	1.135241924	1.035129471	1.245036743	0.00708078
EML6	19	Inverse variance weighted	-0.057564887	0.025772058	0.944060631	0.897557476	0.992973151	0.025508335
EMR2	77	Inverse variance weighted	0.026476482	0.008590046	1.026830098	1.009686606	1.04426467	0.002054573
ENTPD1	43	Inverse variance weighted	0.038264603	0.014116151	1.039006121	1.010653293	1.068154357	0.006714203
EP400	12	Inverse variance weighted	0.075467183	0.035427737	1.078387838	1.006047029	1.155930384	0.033157391
EPB41L3	20	Inverse variance weighted	-0.052229579	0.020501018	0.949110946	0.911729828	0.988024698	0.010844878
EPG5	6	Inverse variance weighted	0.127308745	0.061174839	1.135767626	1.007433553	1.280449808	0.037428063
EPHB1	40	Inverse variance weighted	0.038548376	0.019142119	1.039301004	1.001030352	1.079034791	0.044030668
EPHX4	11	Inverse variance weighted	0.088523676	0.030128411	1.092560119	1.029910586	1.159020628	0.003301107
EPOR	13	Inverse variance weighted	0.060374791	0.029397712	1.062234588	1.002759075	1.125237704	0.040002396
EPS8L2	17	Inverse variance weighted	0.06376312	0.028607336	1.065839893	1.007722407	1.127309136	0.025820025
EPSTI1	34	Inverse variance weighted	-0.027876332	0.013706486	0.972508628	0.946730278	0.998988892	0.04197117
EPT1	3	Inverse variance weighted	-0.313044473	0.097741898	0.731217393	0.603735801	0.885617309	0.001361143
ERAP2	96	Inverse variance weighted	-0.01990996	0.005322721	0.980286934	0.97011322	0.990567342	0.00018361
ERC1	7	Inverse variance weighted	-0.135492708	0.056502902	0.873285531	0.781735839	0.975556677	0.016485862
ERCC8	19	Inverse variance weighted	-0.083133388	0.027068369	0.920228392	0.872679085	0.970368498	0.002131736
ERI2	4	Inverse variance weighted	-0.16900501	0.085863975	0.844504673	0.713695841	0.999288634	0.049034939
ERRFI1	2	Inverse variance weighted	-0.346489437	0.159891435	0.707166289	0.516915092	0.967439659	0.030232614
ERVK13-1	16	Inverse variance weighted	-0.020657933	0.009133757	0.979553981	0.962173879	0.997248025	0.023715172
ESR2	12	Inverse variance weighted	0.096093633	0.036914413	1.100862136	1.024025454	1.183464179	0.009237241
ESRG	40	Inverse variance weighted	-0.020630953	0.008182139	0.97958041	0.963996182	0.995416576	0.011686827
EVA1C	24	Inverse variance weighted	-0.04800204	0.023005405	0.953131842	0.911109096	0.997092788	0.03692839
EXOC4	14	Inverse variance weighted	0.097162022	0.04072459	1.102038913	1.017493067	1.193609869	0.017040544
EXOSC6	50	Inverse variance weighted	-0.026795009	0.010821976	0.973560792	0.953127989	0.994431625	0.01328706
EXOSC8	10	Inverse variance weighted	-0.05820517	0.029674977	0.943456358	0.890147478	0.999957785	0.049829744
EXOSC9	16	Inverse variance weighted	-0.054917147	0.023656186	0.94656357	0.903677011	0.991485433	0.020261441
EZR	14	Inverse variance weighted	0.097292584	0.037854209	1.102182807	1.023367166	1.187068513	0.010164218
F13A1	42	Inverse variance weighted	0.045700094	0.018046369	1.046760434	1.010382742	1.084447864	0.011329416
F2R	20	Inverse variance weighted	-0.058043751	0.019675615	0.943608662	0.907911877	0.980708955	0.003177381
FADD	17	Inverse variance weighted	-0.095902165	0.031615944	0.9085529	0.853961289	0.966634417	0.002418564
FADS1	37	Inverse variance weighted	0.097786489	0.018482838	1.102727316	1.063494438	1.143407515	1.21873E-07
FADS2	53	Inverse variance weighted	0.050151265	0.011827108	1.051430129	1.02733712	1.076088165	2.23156E-05
FAM104A	25	Inverse variance weighted	-0.054676344	0.02029615	0.946791533	0.909867041	0.985214506	0.007061567
FAM109A	7	Inverse variance weighted	-0.154289593	0.065781263	0.857023797	0.753353378	0.974960503	0.019001856
FAM118A	56	Inverse variance weighted	0.01962795	0.007513385	1.019821845	1.004913748	1.034951107	0.008990962
FAM120B	40	Inverse variance weighted	-0.05634803	0.013996061	0.945210117	0.919633268	0.971498309	5.67356E-05
FAM126A	10	Inverse variance weighted	0.096021992	0.04687847	1.100783272	1.004148773	1.206717415	0.040528897
FAM135A	11	Inverse variance weighted	-0.097247251	0.03351463	0.90733164	0.849645628	0.968934198	0.003712198
FAM136A	11	Inverse variance weighted	0.100974941	0.035280929	1.10624892	1.032336128	1.185453691	0.004209422
FAM153A	30	Inverse variance weighted	0.022370057	0.010422027	1.022622143	1.001944772	1.043726237	0.031839418
FAM153C	12	Inverse variance weighted	-0.063128884	0.021933417	0.938822467	0.89931818	0.980062056	0.003999443
FAM167A	139	Inverse variance weighted	0.047826246	0.007760327	1.048988374	1.033153737	1.065065701	7.14174E-10
FAM167B	8	Inverse variance weighted	0.115595177	0.049045182	1.122541349	1.01965733	1.235806426	0.018427615
FAM168A	7	Inverse variance weighted	0.100425719	0.044425443	1.105641511	1.013441386	1.206229751	0.023787437
FAM169B	6	Inverse variance weighted	-0.1440362	0.055442815	0.865856403	0.776697659	0.965249866	0.009378935
FAM171A1	35	Inverse variance weighted	0.045040616	0.017539205	1.046070346	1.010720836	1.082656191	0.010228819
FAM172A	8	Inverse variance weighted	-0.184236037	0.08447953	0.831739459	0.704817823	0.981516791	0.029195517
FAM177A1	23	Inverse variance weighted	-0.066802098	0.026610522	0.935380297	0.88784445	0.985461247	0.012060673
FAM189B	2	Inverse variance weighted	0.239156861	0.10723732	1.270177762	1.029395476	1.567280589	0.025736526
FAM20A	3	Inverse variance weighted	-0.19019994	0.072602518	0.826793809	0.717128042	0.953230054	0.008799605
FAM212B	24	Inverse variance weighted	0.054297285	0.020680464	1.055798429	1.013858729	1.099473023	0.008651289
FAM216A	24	Inverse variance weighted	0.079880075	0.019454076	1.083157162	1.042633877	1.125255437	4.02423E-05
FAM21A	32	Inverse variance weighted	0.020335215	0.008373743	1.020543384	1.003930383	1.037431297	0.01516352
FAM21D	4	Inverse variance weighted	0.057294392	0.027711513	1.058967516	1.00298427	1.11807556	0.038684217
FAM221B	9	Inverse variance weighted	-0.117980261	0.043071833	0.888713595	0.816767294	0.966997405	0.006159805
FAM225A	6	Inverse variance weighted	-0.142381624	0.053279433	0.867290215	0.781289661	0.96275729	0.007532065
FAM26F	63	Inverse variance weighted	-0.025802412	0.010044024	0.974527625	0.9555304	0.993902541	0.010201257
FAM32A	3	Inverse variance weighted	0.214900117	0.088547293	1.239738061	1.042214131	1.474697392	0.015226229
FAM3B	50	Inverse variance weighted	0.023140149	0.010729627	1.023409959	1.002112307	1.045160245	0.031032232
FAM50B	14	Inverse variance weighted	0.064586067	0.032023929	1.066717383	1.001820822	1.135817854	0.043715714
FAM83D	6	Inverse variance weighted	-0.163931895	0.066977076	0.848799827	0.744377512	0.96787065	0.014381834
FAM84B	30	Inverse variance weighted	0.058760784	0.017433752	1.060521517	1.024895473	1.097385945	0.000750269
FAM90A1	3	Inverse variance weighted	-0.242609523	0.093616257	0.784577814	0.65305274	0.942592088	0.009554967
FANCD2	27	Inverse variance weighted	-0.050944982	0.023958036	0.950330955	0.906737095	0.996020707	0.033467836
FANCG	10	Inverse variance weighted	-0.132278064	0.03678571	0.87609735	0.815154138	0.941596847	0.000323261
FANCL	3	Inverse variance weighted	-0.186243227	0.087290895	0.830071675	0.699539246	0.984961157	0.032876126
FARS2	15	Inverse variance weighted	0.067630482	0.02448458	1.069969862	1.019834852	1.122569506	0.005741923
FARSA	8	Inverse variance weighted	0.109298207	0.052663327	1.115494949	1.006096595	1.236788782	0.037948181
FAS	23	Inverse variance weighted	0.054027241	0.019170923	1.055513355	1.016588316	1.09592883	0.004829571
FASTK	2	Inverse variance weighted	-0.278229399	0.114246493	0.757123118	0.605226491	0.947141979	0.014877679
FASTKD1	14	Inverse variance weighted	0.054244825	0.018940652	1.055743043	1.017268555	1.095672689	0.004184117
FBXL4	10	Inverse variance weighted	-0.130553204	0.048696577	0.877609799	0.797719301	0.965501221	0.007341297
FBXO28	63	Inverse variance weighted	-0.030749146	0.012678983	0.969718801	0.945917472	0.994119022	0.015299701
FBXO34	14	Inverse variance weighted	0.112426362	0.041083425	1.118989854	1.0324172	1.212821999	0.006208938
FBXO38	24	Inverse variance weighted	-0.053307506	0.026970209	0.948088424	0.899272554	0.999554203	0.048094449
FCGR3B	21	Inverse variance weighted	-0.057104547	0.025553243	0.94449532	0.898355955	0.993004392	0.02543521
FDFT1	112	Inverse variance weighted	0.033482992	0.007289868	1.034049857	1.019380256	1.048930563	4.36739E-06
FDX1	19	Inverse variance weighted	-0.071242883	0.024610331	0.931235684	0.887382526	0.977256001	0.003793562
FDXR	2	Inverse variance weighted	0.162036057	0.08244669	1.175902639	1.000440642	1.382137989	0.049374507
FER	3	Inverse variance weighted	0.357538257	0.122348668	1.429805265	1.124945812	1.817281397	0.003474681
FEZ2	61	Inverse variance weighted	0.036861276	0.010899186	1.037549077	1.015619602	1.059952059	0.000719546
FGF11	3	Inverse variance weighted	-0.140369297	0.069214942	0.869037243	0.758789724	0.995303054	0.042558191
FGF2	5	Inverse variance weighted	0.148126823	0.070452036	1.159659959	1.010091411	1.33137576	0.035507739
FGFR2	31	Inverse variance weighted	-0.086431534	0.021204652	0.917198344	0.879859845	0.956121372	4.58043E-05
FGFRL1	18	Inverse variance weighted	0.077500901	0.029351403	1.080583206	1.02017293	1.144570721	0.008279609
FGL2	12	Inverse variance weighted	-0.073568857	0.036182589	0.929072171	0.865466395	0.997352529	0.042025579
FHL2	13	Inverse variance weighted	0.095065184	0.03290023	1.099730537	1.031053126	1.172982481	0.003858562
FHL3	67	Inverse variance weighted	0.03526396	0.008826887	1.035893107	1.018125572	1.053970707	6.46773E-05
FHOD1	11	Inverse variance weighted	0.072729721	0.028564539	1.075439829	1.016884179	1.137367313	0.010891705
FKBP9	17	Inverse variance weighted	0.105230457	0.025069563	1.110966611	1.057697223	1.166918835	2.69832E-05
FLJ27352	10	Inverse variance weighted	-0.100331625	0.022389292	0.904537401	0.865701916	0.94511505	7.42132E-06
FLOT2	2	Inverse variance weighted	0.279423281	0.107929993	1.322366958	1.070237401	1.633893909	0.009627445
FLVCR1	26	Inverse variance weighted	0.060872304	0.020238123	1.062763195	1.021432019	1.105766794	0.002631429
FOXJ3	2	Inverse variance weighted	0.2343147	0.118872051	1.264042223	1.001326359	1.59568629	0.048706667
FOXN2	28	Inverse variance weighted	0.059948755	0.015311537	1.061782134	1.030390794	1.094129826	9.03042E-05
FOXN3	5	Inverse variance weighted	0.20053524	0.085386988	1.222056677	1.033733228	1.444688515	0.018846889
FOXO3B	9	Inverse variance weighted	-0.038874052	0.019805618	0.961871847	0.925248375	0.99994496	0.049671852
FOXRED2	18	Inverse variance weighted	0.03310176	0.015951501	1.033655719	1.001838506	1.066483408	0.037972617
FPR1	49	Inverse variance weighted	0.032349855	0.011437367	1.0328788	1.009982109	1.056294568	0.004677611
FRMD6	6	Inverse variance weighted	-0.22920607	0.078571025	0.795164657	0.681672952	0.927551593	0.003532083
FSTL1	20	Inverse variance weighted	-0.047388694	0.023250261	0.953716622	0.911230673	0.998183469	0.041529881
FSTL4	3	Inverse variance weighted	0.241620154	0.093291095	1.273310439	1.060530874	1.528781023	0.009598724
FTSJ2	14	Inverse variance weighted	0.093324881	0.034045055	1.097818338	1.026953419	1.17357329	0.006121208
FXYD6	25	Inverse variance weighted	-0.04469636	0.02276237	0.956287805	0.914561462	0.999917888	0.049575627
GABBR1	8	Inverse variance weighted	0.087115763	0.039650267	1.091022973	1.00944557	1.179192978	0.028013016
GABPB2	10	Inverse variance weighted	-0.103963795	0.046335243	0.901257927	0.823014985	0.986939322	0.024849751
GADD45B	17	Inverse variance weighted	-0.116046452	0.030919014	0.89043386	0.83807497	0.946063882	0.000174564
GALC	28	Inverse variance weighted	-0.05489105	0.021087086	0.946588273	0.908262597	0.986531166	0.00923945
GALNT10	23	Inverse variance weighted	0.072052778	0.02993689	1.074712064	1.013466339	1.139658986	0.016091993
GALNT6	35	Inverse variance weighted	0.046208594	0.01768959	1.047292847	1.011603805	1.084240986	0.008996389
GAPT	76	Inverse variance weighted	-0.026939588	0.011330297	0.973420046	0.952041198	0.995278973	0.017422907
GAS6	16	Inverse variance weighted	0.072087058	0.034774186	1.074748906	1.003937385	1.150555032	0.038171822
GATAD2A	42	Inverse variance weighted	0.046508061	0.015335854	1.047606524	1.016585831	1.079573801	0.002424279
GBAP1	46	Inverse variance weighted	-0.038479596	0.009816124	0.962251339	0.943914963	0.980943915	8.85344E-05
GBAS	10	Inverse variance weighted	0.106918299	0.044736378	1.112843331	1.019421184	1.214826902	0.016850058
GCC2	71	Inverse variance weighted	0.0385495	0.010832974	1.039302172	1.017467678	1.061605227	0.000372931
GCSAML-AS1	8	Inverse variance weighted	-0.093195598	0.031007816	0.91101529	0.857296952	0.968099626	0.002650995
GCSAML	6	Inverse variance weighted	-0.150832218	0.057462986	0.859991978	0.768388611	0.96251583	0.008668493
GDPD3	12	Inverse variance weighted	-0.105889424	0.041195823	0.899524108	0.829748001	0.975167907	0.010158343
GFPT1	46	Inverse variance weighted	-0.037087817	0.013556088	0.963591512	0.938326087	0.989537235	0.006221389
GHRLOS	30	Inverse variance weighted	0.022979462	0.008890489	1.023245524	1.005569557	1.041232201	0.009745689
GLO1	26	Inverse variance weighted	-0.045603653	0.022614726	0.955420565	0.913996518	0.998722027	0.043742831
GLRX3	5	Inverse variance weighted	0.173507621	0.060727612	1.189469752	1.055992942	1.339817944	0.004274699
GLRX5	22	Inverse variance weighted	-0.056109242	0.025202338	0.945435849	0.899869232	0.993309819	0.0259907
GMCL1	9	Inverse variance weighted	0.102849467	0.047502814	1.108324557	1.009791579	1.21647214	0.030378215
GMNN	4	Inverse variance weighted	0.262759202	0.100620568	1.30051352	1.067738529	1.5840352	0.009017589
GNAQ	6	Inverse variance weighted	0.179945614	0.070009101	1.197152252	1.043653747	1.37322701	0.010160537
GNGT2	31	Inverse variance weighted	0.056175262	0.01857703	1.057783057	1.019960891	1.097007743	0.002495308
GNPTG	15	Inverse variance weighted	0.105533486	0.032794579	1.111303317	1.04211897	1.185080686	0.001290805
GOLGA6L9	7	Inverse variance weighted	0.099779089	0.03798528	1.104926801	1.025651419	1.190329593	0.008619627
GOLM1	34	Inverse variance weighted	-0.03328971	0.0163509	0.967258295	0.93675128	0.998758826	0.0417548
GOLT1B	27	Inverse variance weighted	-0.046967085	0.023304701	0.954118802	0.911517671	0.998710961	0.043868189
GPANK1	14	Inverse variance weighted	-0.095187229	0.042490761	0.90920269	0.836549889	0.988165251	0.025078819
GPATCH1	25	Inverse variance weighted	0.038666843	0.016743786	1.039424135	1.005866163	1.074101677	0.020925551
GPBP1	9	Inverse variance weighted	-0.114056477	0.04752999	0.892207565	0.81284466	0.979319146	0.016409682
GPD2	39	Inverse variance weighted	-0.036724034	0.017993203	0.963942114	0.930539539	0.998543705	0.041251343
GPER	18	Inverse variance weighted	0.084730249	0.022186535	1.088423424	1.042107017	1.136798362	0.000133997
GPM6A	23	Inverse variance weighted	0.087362137	0.023084929	1.091291806	1.043015124	1.141803007	0.000154092
GPN1	8	Inverse variance weighted	-0.135229359	0.051352374	0.87351554	0.789875444	0.966012305	0.008454433
GPN3	50	Inverse variance weighted	0.043868767	0.01151249	1.044845228	1.021532843	1.068689625	0.000138665
GPR128	8	Inverse variance weighted	-0.046925221	0.01912172	0.954158746	0.919060072	0.990597831	0.014126632
GPR171	2	Inverse variance weighted	-0.281407736	0.123297381	0.754720546	0.592697812	0.961034597	0.022468704
GPR35	31	Inverse variance weighted	0.088009817	0.020288139	1.091998842	1.049427802	1.136296817	1.43789E-05
GPR42	12	Inverse variance weighted	0.038821319	0.019389223	1.039584713	1.000818776	1.079852217	0.045262027
GPR65	23	Inverse variance weighted	-0.057868077	0.026697654	0.943774445	0.895659036	0.994474645	0.030194145
GPR89A	3	Inverse variance weighted	0.10890808	0.043891161	1.115059849	1.023145192	1.215231696	0.013089626
GPSM1	20	Inverse variance weighted	0.060869953	0.017712755	1.062760696	1.026497942	1.100304493	0.000589274
GPX4	48	Inverse variance weighted	-0.042180058	0.011147349	0.958697144	0.937977926	0.979874033	0.000154412
GRAP	21	Inverse variance weighted	0.044605667	0.022209171	1.045615457	1.001076269	1.092136252	0.044597138
GRHL1	11	Inverse variance weighted	0.118279784	0.03978409	1.125558981	1.041126153	1.216839107	0.002948638
GRN	15	Inverse variance weighted	-0.110283621	0.029002309	0.895580094	0.846091181	0.947963675	0.000143197
GRPEL1	3	Inverse variance weighted	-0.204916019	0.101396771	0.814715734	0.667875373	0.993840699	0.043286765
GRPEL2	2	Inverse variance weighted	0.18061382	0.085020433	1.197952465	1.014071861	1.41517595	0.033640236
GSDMB	96	Inverse variance weighted	0.015759977	0.006816147	1.015884821	1.002403213	1.029547746	0.020769226
GSDMD	30	Inverse variance weighted	-0.063038679	0.017075378	0.938907157	0.908004068	0.970862003	0.000222683
GSK3B	28	Inverse variance weighted	-0.07345223	0.021630959	0.929180532	0.890609776	0.969421721	0.000684536
GSPT1	13	Inverse variance weighted	-0.044014072	0.022144437	0.956940491	0.916294767	0.99938921	0.046856997
GSTCD	6	Inverse variance weighted	0.146824911	0.071463148	1.158151166	1.006780022	1.332281227	0.039922082
GSTM3	74	Inverse variance weighted	-0.020691993	0.009136271	0.979520618	0.962136367	0.997218973	0.023523845
GSTO1	22	Inverse variance weighted	-0.104647917	0.029619695	0.900641567	0.849843963	0.95447549	0.000410792
GSTO2	16	Inverse variance weighted	-0.090740913	0.036610324	0.913254292	0.850018515	0.981194395	0.013191362
GTF2H2	11	Inverse variance weighted	-0.045051613	0.014801456	0.955948141	0.928613684	0.984087209	0.00233666
GUK1	3	Inverse variance weighted	0.240694056	0.070994737	1.272131775	1.106879031	1.462056113	0.00069814
GUSBP2	8	Inverse variance weighted	-0.034778036	0.017667108	0.965819769	0.932948229	0.999849507	0.049008363
GUSBP3	17	Inverse variance weighted	-0.03242789	0.012423669	0.968092257	0.944803527	0.991955037	0.009049721
H2AFV	3	Inverse variance weighted	0.212606131	0.101902069	1.236897379	1.012961355	1.510339086	0.036944489
HABP4	10	Inverse variance weighted	0.083702321	0.038480315	1.087305178	1.008315285	1.172483018	0.029615249
HACL1	2	Inverse variance weighted	-0.165477785	0.075062481	0.84748869	0.73154229	0.981812112	0.027486819
HAUS6	3	Inverse variance weighted	0.16310503	0.070865829	1.17716032	1.024503397	1.352564006	0.021357552
HCG27	35	Inverse variance weighted	0.050446755	0.014957806	1.051740862	1.021354263	1.083031502	0.00074461
